,AAPL,DIS,XOM,INTC,MSFT,AMZN,NVDA,CRM,GOOG,TSLA
0,569.959709914217,79.0164836397175,99.56181933817551,25.798673681313744,40.43325571493605,338.9605417113466,17.81081369341644,56.08807937365064,561.9970899799366,221.27826659710834
1,576.2671788262887,79.30002279313469,99.99408686657895,26.17534152412504,41.02402744001535,346.23365602709697,18.441013127753266,56.046030276320735,575.3948044791356,240.5495385472716
2,579.7550272932566,80.64279560033556,100.61154321227231,26.792278843863926,41.60222001210854,350.7720423784747,18.88289245186624,57.47783193141655,580.5764618268942,243.3065446035252
3,584.4593881456359,79.00982723365445,96.68981609834684,26.743400258086563,41.79502979729457,356.98444426901426,18.488430099079544,56.832294086845124,585.5938211497646,239.92944121527478
4,575.5202150366243,78.08345330898639,97.39810083146148,26.537485784153414,40.60580813440566,349.2622877069825,18.519333197739098,58.530128665949086,571.3772034597063,257.45555548069484
5,592.123559101295,80.00763699708212,97.8108244707278,27.088712496654356,42.36107009963689,362.8188190691943,20.33235652387403,61.195794123443775,592.6551483010257,265.3955943191669
6,581.9195420447559,78.92920075508601,96.26971104910655,26.858334502292696,41.88824520775891,360.27362756543386,19.77486121708393,57.60578449784305,583.2292133079017,262.7506838021009
7,593.9634530931932,82.47923983529415,98.47815978751412,27.353732492421585,43.00680049118118,367.67227328917033,21.37723546162771,59.75257558758171,599.7302476799566,278.59044700561844
8,602.9899521863017,81.2455771661956,95.39226674570853,26.49323924415629,42.89872095664614,373.0076834515709,22.121332051977845,60.672756063883014,604.3447744506452,286.39632860273866
9,615.6762089896092,82.68729248792538,95.80906592131429,26.860337639049057,43.564301945368804,376.05948970189996,22.60795269894023,60.82297634240217,610.853891160705,294.73328165721114
10,625.3741544842649,84.87871802551435,97.18322538332694,27.008683571035927,44.18791416861079,381.06693548142624,23.4344114218854,61.51571106440565,620.0198910441648,289.30806792327627
11,528.2863509661338,82.66558604015553,97.17752315168734,27.502948755032822,44.08464556311071,373.1022352512903,23.464575476884296,61.74900310164821,608.2921784619082,243.0082378380122
12,551.8308902277147,84.07529938314016,98.51239472238308,27.677868514282675,44.58615386120104,373.82131566173814,23.536417730572925,61.43301033503396,615.3805189823951,246.9909242290402
13,539.4043070701476,83.44667647476966,98.12068209800955,27.52496431244832,44.285473631465784,369.2610936470159,23.47548859044543,60.308944418794006,611.8109074181302,247.21104280674265
14,540.3311120679117,84.88530451399139,97.76802053133156,27.21079446635774,44.07951347803522,366.59940249227725,24.110109705262712,60.516008971599035,608.8012864597866,254.05838286964703
15,527.0710674105991,82.38717363589805,95.702577721935,26.665325549452035,43.120534879597685,366.8116775807805,23.79509422684189,60.306856143947165,599.8005233666344,251.77051080560625
16,543.4610831658765,82.82137105769125,97.44277411761756,26.47366493359435,43.161156663209674,364.89339417401936,24.183407948640944,59.84181812371313,602.1598896403369,250.0514876305853
17,553.6180379558002,85.05666939053454,99.35317080994557,26.659880996462977,43.95658227486488,369.82186700983215,24.31692607867099,61.07689420259466,614.9741573791117,250.3320157590129
18,551.5065155755364,83.813755651302,98.85967090434603,26.469845903159413,43.45881653428283,359.6789245061757,23.38672673149712,57.566321498755464,599.366303215645,263.1807977728558
19,548.73332081974,83.69630161627913,98.78611115144994,26.458561284432495,43.37362357409317,360.4578124190372,22.808171269882667,54.642724585192525,599.3802469305502,267.53241786094253
20,556.4237077562047,80.07441570978357,93.98072440774169,25.472239416808076,41.82330073903538,339.3651057853178,22.763971302209924,53.203300264301205,577.2365718272151,253.8829665702176
21,575.4196392193372,80.37997552645668,94.44205372447762,26.67991242780347,43.445228821743925,356.5391282000342,24.988594759516552,56.07902099066073,593.9278846383237,256.4886803434179
22,567.0816547652297,79.38417745359143,93.93470493243457,26.209892261368754,42.734891045106046,358.97270061132974,24.958438052369303,55.781665995199994,589.5162555293543,259.2937519988265
23,575.7734859464986,78.26908493209943,94.10782595954889,27.30131371080379,44.00467547015286,370.58844999323253,26.74234987399562,58.04284718162675,608.4933965354631,264.9439881352539
24,597.3750131086258,79.34146274210974,94.57149816586421,27.134151069715497,44.24537268647622,371.87297570606523,26.892013728025212,58.005812982457,613.0687124239494,265.28891494192516
25,600.5809367807165,78.69838122222409,95.20157340228646,27.102135824030025,44.204678710365215,380.045076740426,26.547352273139733,59.57776476391066,612.3554133744443,267.548439277447
26,603.1732920380546,77.92597553609262,93.61117511833791,26.826265496338856,44.13900408192336,381.0466234297732,26.07719443082851,60.13240526581908,608.642023196565,267.9458967475639
27,607.7478652365404,77.7666478734092,93.92899858966453,26.992364881936457,44.632661160795045,388.5682349470265,25.821898222317312,61.20364422883699,620.2124099476888,272.23413989377383
28,619.1778543798658,77.96054044846507,93.75398141527269,27.04239400436908,44.886558395845775,390.6392583908802,26.214121251695524,61.362572917596054,624.2337777641741,275.71960522609606
29,627.3850991966793,77.64557635955607,95.43424269858758,27.400716216456708,44.770583291792676,390.988154488542,26.08772359774109,62.20060613917405,617.248217284603,267.49622531966514
30,634.0238604605668,77.00541362049226,94.53916307171,27.20277763756959,44.61450477359382,390.80045315614024,27.071128616968373,61.95428395398492,614.4744072559063,265.1981600062131
31,635.5641470484978,76.5736305247488,93.65391115713172,26.944724311430097,44.313770699225245,388.3624284932872,27.181600604151278,60.89804118891448,611.6983581649265,265.43948672103915
32,644.6043231524883,78.7460051139349,91.286106412848,26.580233492627293,45.18487099833404,399.21621933792414,29.594755857201868,63.93149447164545,622.393887943466,271.8147147921106
33,645.350414787868,78.43039634694206,90.70104603922978,26.294958047431788,44.863809743861154,395.9869666842956,29.5159575253386,62.540694144067295,618.1539257732603,268.7904648394969
34,656.0152642942437,79.62622758111102,92.86451232381242,27.341622444617723,45.825998573220986,401.2104706946231,30.116423352991674,63.95086653571213,629.6815923681116,273.07253784452143
35,646.1502357610278,79.40876940765752,91.39798569642154,26.756767133059217,44.45179533966821,395.08291354167574,29.640241182104194,64.05625661662481,610.6514957383075,284.0917973629723
