,AAPL,DIS,XOM,INTC,MSFT,AMZN,NVDA,CRM,GOOG,TSLA
0,534.3828827123172,78.80414646859403,99.10001505295963,26.555065986992005,39.82406539582604,321.345102087533,17.456941354314317,55.655508041774326,560.0461748988974,219.0216576669964
1,516.7584049249617,75.38773173204423,98.55520533873599,25.56712903519719,37.8331374789348,308.6767467948193,16.97309481554884,53.30553848246373,532.6805401687917,208.19648400177957
2,511.65124467213735,73.60623584596148,96.50496266160063,25.48632428899891,37.71276460956793,308.4437958808736,16.35982574088759,52.68765958362672,504.06601206985806,206.32653839008574
3,532.2435187699286,72.32298063516305,95.20773886372905,25.594479924061176,38.481114335276864,309.51530271664086,16.30528429853694,51.40157474172288,509.6026814157913,223.19420815088552
4,536.5906817806529,72.40522622131748,95.77968052433626,25.665772685724022,38.19997366135753,314.14818672846303,16.39962739252701,51.35419250772688,497.77785673257296,234.38201003404092
5,546.7636167999457,71.9849496782823,97.1647259777347,25.51550673232141,37.86568218363122,306.24535469547806,15.306222574537234,51.16849401311068,473.9631419716656,223.52456691986274
6,515.3892181470682,71.21295655424255,96.21259936832475,24.978308793047056,36.72980210306208,290.1325920095266,14.990690499018,49.358759036223155,464.3633732798276,206.5954778535016
7,518.2161089015082,72.81395622358157,97.97209976655131,25.075185198358138,37.14789107695478,291.4435038312317,15.172730469332778,49.646849729996845,467.04615273862316,210.14734189812853
8,504.1036874786477,71.28242331298424,94.91059348443872,23.807754010277126,35.740439874422535,283.6905161170491,14.065220710547518,48.415820383973845,453.34698327834985,188.25404610587339
9,513.5241147383695,72.46323329497469,94.17631917532127,24.16818912723364,35.74431728249085,285.61078683894664,13.604086406412588,47.02774566962392,449.53336627385767,187.64659481612654
10,508.06126973917213,70.9371707260159,92.76708546280159,24.01656965472617,35.453115904767635,284.4806414256528,13.191520918043677,47.462426416050995,434.7021635986541,189.2038461315534
11,525.013532857851,71.89940050521977,93.15814182150407,24.01028200314691,36.25246902099326,280.07512943980026,13.021243195908424,47.725455475328864,451.9388979388561,195.2478309235035
12,511.0862290369532,71.2292812571122,91.79527755220708,23.415620567818547,36.26392923174447,270.2224153204945,13.565155943781615,48.21840736835521,460.78443440924065,190.38104898780827
13,509.17665353452156,69.51864296293837,90.17528511292006,23.363979591803602,36.64987044293471,264.3665653300938,13.465722922375505,48.0345806809722,447.010532978557,192.85658779806377
14,499.13136811491137,69.07999047683961,89.2250950668474,22.81593365623658,36.27467386326919,260.58988943117896,13.098182444663587,46.91499749859299,445.1637149085922,200.03352380474908
15,501.2965369157972,70.27121122461055,87.93527057944885,22.960089562512273,35.998311110449244,251.0751804909449,12.723083747332149,47.52851653703373,451.8457553435275,202.728689855647
16,480.112763765935,69.56562103949697,87.79113833055686,22.811738065571674,34.78224534791409,239.14833459401706,12.271064392427332,46.66082419414282,418.3155018172531,194.53138474714945
17,482.23771857225506,70.59871179296843,89.27438942953377,23.295477133018245,34.794232141891975,228.90088102244397,12.149322659638388,47.39534911481219,430.7030344537464,200.8426853976566
18,488.2182503843345,71.19468339895201,88.87284747473642,23.31972619987655,35.711681538336855,228.33528544853328,13.050716948276554,48.08195324430355,450.41458309901765,194.96910888017513
19,496.40237593586426,70.54051658345566,86.69998774526971,23.28771608736961,36.19549682148611,226.03854846942184,12.554979198911132,48.09400057042706,451.54456405641514,199.47356406972864
20,509.753183405889,70.79559913763188,89.46046666573446,23.683934850879115,36.434576400418116,218.51778291183894,12.542077998998083,47.956361299964975,462.1097099907782,204.86948295889533
21,493.229700755645,70.62853086155664,90.14691438065805,24.327907861929056,36.93721520862275,224.35329572482064,12.789417374034702,48.809428577328816,479.2535687286512,194.75569200851152
22,488.6456010332292,69.6344175713492,90.13961039107812,24.792876931548303,36.694947735468205,210.2770762939476,12.527974726522826,48.94825145196733,479.83275960527493,195.8229355827902
23,485.04947138287474,68.09685953981158,90.0505967747712,24.161075000441063,37.293217504597074,214.50064654971553,12.370051305239263,48.70926342709413,482.0325100095309,192.56877790514207
24,500.3548053197441,68.67059036697043,89.50129542015566,25.243342580788227,38.03374493498717,222.42102645108025,12.538881344056515,49.89458004431836,493.9200609141339,185.62095785455782
25,528.6665955969942,70.779012888463,90.3302947442627,25.20015401373438,38.82828360542876,227.3913760075129,12.981405804049748,51.132454573707946,509.2864026875603,203.0282999656318
26,537.2665960944915,69.75888267727024,91.82322695495904,26.081674954329213,40.788095219226925,228.9732661013549,13.684992097016341,50.89400938504133,529.5726659273297,202.00432213412097
27,566.2925305149028,69.50330647222543,89.58764508810437,25.87517446513761,39.990649793720834,230.68992931405433,12.631312355880546,50.16503144051044,499.75882880813333,201.85646271953354
28,592.4682275896014,70.4561061622547,89.12030350161174,26.12822843797925,40.545278052697476,236.54601353301416,12.328002321338126,51.24115782399132,477.0667021170202,203.15361625514086
29,584.6702956871346,71.04754288949,89.38338532314542,25.416975032802956,39.76498083891759,234.3717392999899,12.036188473730142,50.107852464963614,465.7188504243527,204.77903499147928
30,576.4958244421373,70.79189915421026,92.19825241542274,24.77514074055209,38.49135268498197,232.6664638522556,11.389808039907185,48.75583771423807,447.96083659761723,197.91267098373717
31,602.4230018028388,72.26146239618588,94.43038880775953,24.532665302600602,38.3263487376585,216.94040854848626,11.000557757941008,49.22124961270837,451.04909386907815,199.85016159809456
32,602.3143050429825,71.45239315317572,94.32433557121831,24.82078669734883,37.57589916793839,215.41230972266888,11.20727201021268,48.34160639702801,452.22309486512256,218.51789910473119
33,600.828987995394,71.8963803594053,93.46964445697057,24.90446716678048,37.89002781371408,217.96173970618,10.943713705011723,48.73640479378865,469.0031881026871,222.65875047921972
34,617.1957932784878,71.95059302894889,94.74149071811311,25.23297257498012,37.7680583188532,219.386017355583,10.635678144397083,48.15350120799517,470.4140050668884,226.55865391761336
35,597.0200015875297,72.82027179031793,95.85595190242915,24.911163181315633,36.83409424397463,214.73129418177766,10.224948767870778,47.44845296128612,458.6901069621252,205.13201821353735
36,590.8241546648119,72.34117735728765,96.50109020602049,24.502480951332295,37.39582994728483,206.63623095700822,10.686701092700014,47.542293097351745,469.28631480449104,205.15040716097525
37,609.8411097223864,72.27598874024987,95.01531971862,25.242527261679204,37.83613692579281,210.14137904373447,11.347955644951552,47.33702749064221,479.96230249168383,205.5563097036045
38,607.864478225391,72.33448681640327,92.82701836986935,24.707565138470446,38.283617389801876,216.33716788190273,11.41463225511546,47.9191787731624,480.93329509865106,216.39537146903453
39,604.7396242598501,72.56007287233048,94.56934256762356,24.42643921227236,38.98330101956761,210.8289446273119,12.10894551809994,48.17714428999763,482.769879028269,202.8100636110608
40,597.3442071607295,71.184929531035,92.9188735444861,24.067990360875086,39.09158429593748,211.67627055889525,12.20826709990761,47.20677123874611,472.35105777693894,212.8874641294498
41,585.3729504290238,72.8984912227662,93.34261019192569,24.20963805197434,39.80867594426804,221.27057913567916,12.41376920411654,47.77445814206304,479.2208999976108,216.4083497583102
42,600.166046985274,73.21883062257633,94.54527269201601,25.21718978038319,40.67972402487805,226.86533306656096,12.189861189380721,46.397939556347325,489.6070721962606,217.2803529798029
43,591.8235772041869,73.35544089630403,94.45727908048039,25.75475047164615,40.90752972427199,223.88048639110806,12.68328920360497,46.458709365687426,496.4205153307173,213.56908895793174
44,581.3705506530621,73.25464054357376,94.33605321356752,25.91960194067341,40.73574881268907,213.34058460748912,12.42127193202588,46.68138794566061,489.59994074075684,209.4140560512838
45,597.602313419533,72.74621942874033,91.98786801665494,25.74428894734502,40.536414232659475,208.02462798690792,12.296543971444645,46.74408891634215,486.9785089395339,213.63458953369428
46,628.0559470941832,72.95912800724248,92.77355673739882,25.75253856310872,40.493576322472464,205.4174937018402,12.135822905809626,46.99598453660782,512.153657061202,213.29103506908086
47,621.0432319185753,72.76043385130846,93.1915376379444,25.851362256192854,41.14523227528323,195.610529141991,11.282511010083438,46.533944133551294,524.9618886779632,198.3121354937149
48,569.2808909853312,72.45448258941495,92.94282287317715,24.898076572739175,39.66638852833349,185.199875040534,10.807209202584517,44.616839533851504,513.8934139844552,166.49004976769604
49,555.9427448951503,70.84475771953954,91.64697641815873,24.279724608902466,39.49302906815942,175.62641522350347,10.645592000625097,44.44212197039913,528.8470610389791,160.4383614877544
50,561.2129493806851,68.86614045730623,87.30844509984512,24.257300419761226,39.283483647990636,179.80331335236104,10.168979299611252,44.44677669910121,547.5981912777773,162.74252820218265
